Date,Brent
2010-08-01,77.03954545454546
2010-09-01,77.8404761904762
2010-10-01,82.6647619047619
2010-11-01,85.2747619047619
2010-12-01,91.44681818181819
2011-01-01,96.5235
2011-02-01,103.71631578947368
2011-03-01,114.64347826086956
2011-04-01,123.25888888888889
2011-05-01,114.98904761904762
2011-06-01,113.83318181818181
2011-07-01,116.9735
2011-08-01,110.21954545454545
2011-09-01,112.83380952380952
2011-10-01,109.55
2011-11-01,110.76809523809524
2011-12-01,107.87049999999999
2012-01-01,110.68599999999999
2012-02-01,119.327
2012-03-01,125.44545454545454
2012-04-01,119.42166666666667
2012-05-01,110.33952380952381
2012-06-01,95.15571428571428
2012-07-01,102.61857142857143
2012-08-01,113.35608695652174
2012-09-01,112.86368421052632
2012-10-01,111.7108695652174
2012-11-01,109.05857142857143
2012-12-01,109.494
2013-01-01,112.96
2013-02-01,116.05052631578947
2013-03-01,108.474
2013-04-01,102.24818181818182
2013-05-01,102.55863636363637
2013-06-01,102.9195
2013-07-01,107.93318181818182
2013-08-01,111.28045454545455
2013-09-01,111.5965
2013-10-01,109.07652173913043
2013-11-01,107.792
2013-12-01,110.75666666666666
2014-01-01,108.11772727272727
2014-02-01,108.90052631578948
2014-03-01,107.48095238095239
2014-04-01,107.7552380952381
2014-05-01,109.53909090909092
2014-06-01,111.79523809523809
2014-07-01,106.76818181818182
2014-08-01,101.60809523809523
2014-09-01,97.09142857142857
2014-10-01,87.42521739130434
2014-11-01,79.43789473684211
2014-12-01,62.335
2015-01-01,47.7595
2015-02-01,58.0955
2015-03-01,55.88545454545454
2015-04-01,59.52428571428571
2015-05-01,64.075
2015-06-01,61.47772727272727
2015-07-01,56.56130434782609
2015-08-01,46.515
2015-09-01,47.62318181818182
2015-10-01,48.43
2015-11-01,44.26761904761905
2015-12-01,38.00545454545455
2016-01-01,30.6995
2016-02-01,32.1815
2016-03-01,38.210454545454546
2016-04-01,41.583333333333336
2016-05-01,46.742380952380955
2016-06-01,48.24727272727273
2016-07-01,44.951904761904764
2016-08-01,45.84304347826087
2016-09-01,46.567727272727275
2016-10-01,49.52238095238095
2016-11-01,44.73409090909091
2016-12-01,53.3085
2017-01-01,54.57666666666667
2017-02-01,54.8695
2017-03-01,51.58913043478261
2017-04-01,52.3078947368421
2017-05-01,50.326521739130435
2017-06-01,46.36818181818182
2017-07-01,48.47857142857143
2017-08-01,51.70434782608696
2017-09-01,56.152857142857144
2017-10-01,57.50772727272727
2017-11-01,62.714090909090906
2017-12-01,64.37368421052632
2018-01-01,69.07727272727273
2018-02-01,65.3175
2018-03-01,66.01666666666667
2018-04-01,72.106
2018-05-01,76.9752380952381
2018-06-01,74.4047619047619
2018-07-01,74.2540909090909
2018-08-01,72.52826086956522
2018-09-01,78.891
2018-10-01,81.03217391304348
2018-11-01,64.74818181818182
2018-12-01,57.36235294117647
2019-01-01,59.40954545454545
2019-02-01,63.960499999999996
2019-03-01,66.13857142857142
2019-04-01,71.23333333333333
2019-05-01,71.31772727272727
2019-06-01,64.2205
2019-07-01,63.91913043478261
2019-08-01,59.04181818181818
2019-09-01,62.82666666666667
2019-10-01,59.71304347826087
2019-11-01,63.21190476190476
2019-12-01,67.31
2020-01-01,63.82478260869565
2020-02-01,55.702
2020-03-01,32.47
2020-04-01,18.3785
2020-05-01,29.378947368421052
2020-06-01,40.26681818181818
2020-07-01,43.24217391304348
2020-08-01,44.736
2020-09-01,40.90954545454545
2020-10-01,40.18954545454545
2020-11-01,42.69238095238095
2020-12-01,49.99363636363636
2021-01-01,54.774
2021-02-01,62.2765
2021-03-01,65.41
2021-04-01,64.8065
2021-05-01,68.53421052631579
2021-06-01,73.1640909090909
2021-07-01,75.1659090909091
2021-08-01,70.74714285714286
2021-09-01,74.48863636363636
2021-10-01,83.53809523809524
2021-11-01,81.05
2021-12-01,74.1704761904762
2022-01-01,86.5052380952381
2022-02-01,97.129
2022-03-01,117.24521739130435
2022-04-01,104.57526315789474
2022-05-01,113.33761904761904
2022-06-01,122.71095238095238
2022-07-01,111.92571428571429
2022-08-01,100.44636363636364
2022-09-01,89.76476190476191
2022-10-01,93.33190476190477
2022-11-01,95.999
